at	P	at	None	None	None	I-positiveExpression
Armada	O	Armada	location	None	None	B-opinionTarget
again	A	again	None	None	None	B-positiveExpression
.	O	.	None	None	None	O

Many	G	many	None	None	intensifier	B-positiveExpression
thanks	N	thank	None	None	positive	I-positiveExpression

Do	V	do	None	None	None	B-negativeExpression
not	A	not	None	None	polarityShifter	I-negativeExpression
stay	V	stay	None	None	positive	I-negativeExpression
in	P	in	None	None	None	O
this	D	this	None	None	None	B-opinionTarget
hotel	N	hotel	None	None	None	I-opinionTarget
if	P	if	None	None	None	O
you	Q	you	None	None	None	O
are	V	be	None	None	None	O
looking	V	look	None	None	None	O
for	P	for	None	None	None	O
luxury	N	luxury	None	None	positive	O
in	P	in	None	None	None	O
Amsterdam	R	Amsterdam	location	None	None	O
,	O	,	None	None	None	O
its	Q	its	None	None	None	B-opinionTarget
averagely	A	averagely	None	None	positive	B-positiveExpression
priced	V	price	None	value_for_money	positive	I-positiveExpression
and	C	and	None	None	None	O
is	V	be	None	None	None	O
located	V	locate	None	location	None	B-positiveExpression
very	A	very	None	None	intensifier	I-positiveExpression
close	G	close	None	location	positive	I-positiveExpression
to	O	to	None	None	None	I-positiveExpression
most	G	most	None	None	None	I-positiveExpression
activity	N	activity	None	None	None	I-positiveExpression
in	P	in	None	None	None	I-positiveExpression
Amsterdam	R	Amsterdam	location	None	None	I-positiveExpression
,	O	,	None	None	None	O
the	D	the	None	None	None	B-opinionTarget
staff	N	staff	None	staff	None	I-opinionTarget
are	V	be	None	None	None	O
friendly	G	friendly	None	staff	positive	B-positiveExpression
,	O	,	None	None	None	O
but	C	but	None	None	contrastMarker	O
the	D	the	None	None	None	B-opinionTarget
rooms	N	room	None	room	None	I-opinionTarget
are	V	be	None	None	None	O
not	A	not	None	None	polarityShifter	B-negativeExpression
prpoerly	O	prpoerly	None	None	positive	I-negativeExpression
taken	V	take	None	None	positive	I-negativeExpression
care	N	care	None	None	positive	I-negativeExpression
of	P	of	None	None	positive	I-negativeExpression
.	O	.	None	None	None	O

I	Q	I	None	None	None	B-opinionHolder
will	V	will	None	None	None	B-positiveExpression
recommend	V	recommend	None	None	opinionMarker	I-positiveExpression
this	D	this	None	None	None	B-opinionTarget
hotel	N	hotel	None	None	None	I-opinionTarget
for	P	for	None	None	None	O
someone	N	someone	None	None	None	B-opinionHolder
who	Q	who	None	None	None	O
wants	V	want	None	None	None	O
to	O	to	None	None	None	O
be	V	be	None	None	None	O
close	G	close	None	location	positive	B-positiveExpression
but	C	but	None	None	None	O
not	A	not	None	None	polarityShifter	B-positiveExpression
too	A	too	None	None	polarityShifter	I-positiveExpression
close	V	close	None	location	positive	I-positiveExpression
to	O	to	None	None	None	O
Amsterdam	R	Amsterdam	location	None	None	B-opinionTarget
city	N	city	None	None	None	I-opinionTarget
life	N	life	None	None	None	I-opinionTarget
.	O	.	None	None	None	O

No	D	no	None	None	polarityShifter	B-negativeExpression
Aircondition	O	Aircondition	person	None	positive	I-negativeExpression
and	C	and	None	None	None	O
it	Q	it	None	None	None	O
was	V	be	None	None	None	O
damn	A	damn	None	None	intensifier	B-negativeExpression
hot	G	hot	None	None	negative	I-negativeExpression
under	P	under	None	None	None	I-negativeExpression
the	D	the	None	None	None	I-negativeExpression
roof	N	roof	None	None	None	I-negativeExpression
!The	D	the	None	None	None	B-opinionTarget
person	N	person	None	None	None	I-opinionTarget
in	P	in	None	None	None	I-opinionTarget
change	N	change	None	None	None	I-opinionTarget
were	V	be	None	None	None	O
very	A	very	None	None	intensifier	B-positiveExpression
friendly	G	friendly	None	staff	positive	I-positiveExpression
!The	D	the	None	None	None	B-opinionTarget
rooms	N	room	None	room	None	I-opinionTarget
were	V	be	None	None	None	O
a	D	a	None	None	weakener	B-negativeExpression
little	G	little	None	None	weakener	I-negativeExpression
too	A	too	None	None	negative	I-negativeExpression
dirty	G	dirty	None	cleanliness	negative	I-negativeExpression
:	O	:	None	None	None	O
hair	N	hair	None	None	negative	B-negativeExpression
in	P	in	None	None	None	I-negativeExpression
the	D	the	None	None	None	I-opinionTarget
towels	N	towel	None	bathroom	None	I-opinionTarget
,	O	,	None	None	None	O
..	O	.	None	None	None	O

.The	O	.The	None	None	None	B-opinionTarget
bathrooms	N	bathroom	None	bathroom	None	I-opinionTarget
were	V	be	None	None	None	O
very	A	very	None	None	intensifier	B-negativeExpression
old	G	old	None	None	negative	I-negativeExpression
standard	N	standard	None	None	negative	I-negativeExpression
,	O	,	None	None	None	O
trouble	N	trouble	None	None	negative	B-negativeExpression
with	P	with	None	None	None	I-negativeExpression
the	D	the	None	None	None	I-negativeExpression
water	N	water	None	None	None	I-negativeExpression
in	P	in	None	None	None	I-negativeExpression
the	D	the	None	None	None	I-opinionTarget
