.Ontbijt	N	ontbijt	None	restaurant	None	B-opinionTarget
:	O	:	None	None	None	O
Goede	G	goed	None	None	positive	B-positiveExpression
basis	N	basis	None	None	None	I-positiveExpression
.	O	.	None	None	None	O

Produkten	O	Produkten	None	None	None	B-opinionTarget
:	O	:	None	None	None	O
Goed	N	goed	None	None	positive	B-positiveExpression
afgeschermd	V	afschermen	None	None	None	I-positiveExpression
.Zeer	G	zeer	None	None	intensifier	B-negativeExpression
prettige	G	prettig	None	None	positive	I-negativeExpression
en	C	en	None	None	None	O
persoonlijke	G	persoonlijk	None	None	positive	B-positiveExpression
bediening	N	bediening	None	staff	None	B-opinionTarget
.Perfecte	G	perfect	None	None	positive	B-positiveExpression
ligging	N	ligging	None	location	None	B-opinionTarget
.	O	.	None	None	None	O

Goed	G	goed	None	None	positive	B-positiveExpression
verzorgd	V	verzorgen	None	None	positive	I-positiveExpression
hotel	N	hotel	None	None	None	B-opinionTarget
zonder	P	zonder	None	None	positive	B-positiveExpression
pretenties	N	pretentie	None	None	positive	I-positiveExpression
!	O	!	None	None	intensifier	I-positiveExpression

Heb	V	hebben	None	None	None	O
begrepen	V	begrijpen	None	None	None	O
ook	A	ook	None	None	None	O
pas	A	pas	None	None	None	I-positiveExpression
verbouwd	V	verbouwen	None	None	None	I-positiveExpression
.	O	.	None	None	None	O

Mooie	G	mooi	None	None	positive	B-positiveExpression
kleuren	N	kleur	None	None	None	B-opinionTarget
hoor	V	horen	None	None	None	O
,	O	,	None	None	None	O
dat	C	dat	None	None	None	B-opinionTarget
aardse	G	aards	None	None	None	I-opinionTarget
bruin	N	bruin	None	None	None	I-opinionTarget
met	P	met	None	None	None	I-opinionTarget
wit	N	wit	None	None	None	I-opinionTarget
en	C	en	None	None	None	I-opinionTarget
hout	N	hout	None	None	None	I-opinionTarget
!	O	!	None	None	intensifier	O

Het	D	het	None	None	None	B-opinionTarget
personeel	N	personeel	None	staff	None	I-opinionTarget
is	V	zijn	None	None	None	O
vriendelijk	G	vriendelijk	None	staff	positive	B-positiveExpression
en	C	en	None	None	None	O
de	D	de	None	None	None	B-opinionTarget
locatie	N	locatie	None	location	None	I-opinionTarget
is	V	zijn	None	None	None	O
natuurlijk	G	natuurlijk	None	None	None	B-positiveExpression
helemaal	A	helemaal	None	None	intensifier	I-positiveExpression
goed	G	goed	None	None	positive	I-positiveExpression
.	O	.	None	None	None	O

Prima	G	prima	None	None	positive	B-positiveExpression
uitvalsbasis	N	uitvalsbasis	None	location	None	B-opinionTarget
voor	P	voor	None	None	None	B-positiveExpression
een	D	een	None	None	None	I-positiveExpression
paar	G	paar	None	None	None	I-positiveExpression
dagen	N	dag	None	None	None	I-positiveExpression
Amsterdam	R	Amsterdam	location	None	None	I-positiveExpression

De	D	de	None	None	None	B-positiveExpression
eerder	G	eerder	None	None	None	I-positiveExpression
geschreven	V	schrijven	None	None	None	I-positiveExpression
positieve	G	positief	None	None	positive	I-positiveExpression
beoordelingen	N	beoordeling	None	None	None	I-positiveExpression
kloppen	V	kloppen	None	None	None	I-positiveExpression
helemaal	A	helemaal	None	None	intensifier	I-positiveExpression
!	O	!	None	None	intensifier	O

Het	D	het	None	None	None	B-opinionTarget
hotel	N	hotel	None	None	None	I-opinionTarget
ligt	V	liggen	None	None	None	I-positiveExpression
op	P	op	None	None	None	I-positiveExpression
een	D	een	None	None	None	I-positiveExpression
fantastische	G	fantastisch	None	None	positive	B-positiveExpression
locatie	N	locatie	None	location	None	I-positiveExpression
.	O	.	None	None	None	O

We	Q	we	None	None	None	B-positiveExpression
konden	V	kunnen	None	None	None	I-positiveExpression
alles	Q	alles	None	None	None	I-positiveExpression
wat	Q	wat	None	None	None	I-positiveExpression
we	Q	we	None	None	None	I-positiveExpression
wilden	V	willen	None	None	None	I-positiveExpression
zien	V	zien	None	None	None	I-positiveExpression
in	P	in	None	None	None	I-positiveExpression
Amsterdam	R	Amsterdam	location	None	None	I-positiveExpression
te	O	te	None	None	positive	I-positiveExpression
voet	N	voet	None	location	positive	I-positiveExpression
bereiken	V	bereiken	None	None	positive	I-positiveExpression
.	O	.	None	None	None	O

Het	D	het	None	None	None	B-opinionTarget
hotel	N	hotel	None	None	None	I-opinionTarget
is	V	zijn	None	None	None	O
verzorgd	V	verzorgen	None	None	positive	B-positiveExpression
en	C	en	None	None	None	O
zeer	G	zeer	None	None	intensifier	B-positiveExpression
schoon	N	schoon	None	cleanliness	positive	I-positiveExpression
.	O	.	None	None	None	O

Het	D	het	None	None	None	B-opinionTarget
personeel	N	personeel	None	staff	None	I-opinionTarget
was	V	wezen|zijn	None	None	None	O
zeer	G	zeer	None	None	intensifier	B-positiveExpression
vriendelijk	G	vriendelijk	None	staff	positive	I-positiveExpression
en	C	en	None	None	None	O
behulpzaam	G	behulpzaam	None	staff	positive	B-positiveExpression
.	O	.	None	None	None	O

We	Q	we	None	None	None	I-positiveExpression
waren	V	wezen|zijn	None	None	None	I-positiveExpression
wat	A	wat	None	None	None	I-positiveExpression
aan	P	aan	None	None	None	I-positiveExpression
de	D	de	None	None	None	I-positiveExpression
vroege	G	vroeg	None	None	None	I-positiveExpression
kant	N	kant	None	None	None	I-positiveExpression
gearriveerd	V	arriveren	None	None	None	I-positiveExpression
,	O	,	None	None	None	I-positiveExpression
maar	C	maar	None	None	None	I-positiveExpression
konden	V	kunnen	None	None	None	B-positiveExpression
onze	D	ons	None	None	None	I-positiveExpression
bagage	N	bagage	None	facilities	None	I-positiveExpression
achter	A	achter	None	None	None	I-positiveExpression
laten	V	laten	None	None	None	I-positiveExpression
zodat	C	zodat	None	None	None	I-positiveExpression
wij	Q	wij	None	None	None	I-positiveExpression
alvast	A	alvast	None	None	None	I-positiveExpression
lekker	A	lekker	None	restaurant	positive	I-positiveExpression
de	D	de	None	None	None	I-positiveExpression
stad	N	stad	None	location	None	I-positiveExpression
in	A	in	None	None	None	I-positiveExpression
konden	V	kunnen	None	None	None	I-positiveExpression
gaan	V	gaan	None	None	None	I-positiveExpression
.	O	.	None	None	None	O

Ook	A	ook	None	None	None	O
toen	C	toen	None	None	None	O
wij	Q	wij	None	None	None	O
weer	A	weer	None	None	None	O
terugkwamen	V	terugkomen	None	None	None	O
in	P	in	None	None	None	O
het	D	het	None	None	None	O
hotel	N	hotel	None	None	None	O
om	C	om	None	None	None	O
ons	Q	ons	None	None	None	O
op	A	op	None	None	None	O
te	O	te	None	None	None	O
frissen	O	frissen	None	None	None	O
,	O	,	None	None	None	O
was	V	wezen|zijn	None	None	None	O
men	Q	men	None	None	None	B-opinionTarget
erg	A	erg	None	None	intensifier	B-positiveExpression
vriendelijk	G	vriendelijk	None	staff	positive	I-positiveExpression
.	O	.	None	None	None	O

Het	D	het	None	None	None	B-opinionTarget
ontbijt	N	ontbijt	None	restaurant	None	I-opinionTarget
is	V	zijn	None	None	None	O
uitgebreid	V	uitbreiden	None	None	positive	B-positiveExpression
en	C	en	None	None	None	O
voor	P	voor	None	None	None	I-positiveExpression
iedereen	Q	iedereen	None	None	None	B-positiveExpression
zit	V	zitten	None	None	None	I-positiveExpression
er	Q	er	None	None	None	I-positiveExpression
wel	A	wel	None	None	None	I-positiveExpression
wat	A	wat	None	None	None	I-positiveExpression
lekkers	G	lekker	None	restaurant	positive	I-positiveExpression
bij	P	bij	None	None	None	I-positiveExpression
.	O	.	None	None	None	O

Een	D	een	None	None	None	B-positiveExpression
goed	G	goed	None	None	positive	I-positiveExpression
begin	N	begin	None	None	None	I-opinionTarget
van	P	van	None	None	None	I-opinionTarget
de	D	de	None	None	None	I-opinionTarget
dag	N	dag	None	None	None	I-opinionTarget
!	O	!	None	None	None	I-positiveExpression

Wanneer	C	wanneer	None	None	None	B-positiveExpression
wij	Q	wij	None	None	None	I-positiveExpression
weer	A	weer	None	None	None	I-positiveExpression
een	D	een	None	None	None	I-positiveExpression
keer	N	keer	None	None	None	I-positiveExpression
naar	P	naar	None	None	None	I-positiveExpression
Amsterdam	R	Amsterdam	location	None	None	I-positiveExpression
gaan	V	gaan	None	None	None	I-positiveExpression
zullen	V	zullen	None	None	None	I-positiveExpression
we	Q	we	None	None	None	I-positiveExpression
weer	A	weer	None	None	None	I-positiveExpression
logeren	V	logeren	None	None	None	I-positiveExpression
in	P	in	None	None	None	I-positiveExpression
dit	D	dit	None	None	None	I-positiveExpression
hotel	N	hotel	None	None	None	I-positiveExpression
.	O	.	None	None	None	O

Ga	V	gaan	None	None	None	B-positiveExpression
zo	A	zo	None	None	None	I-positiveExpression
door	P	door	None	None	None	I-positiveExpression
!	O	!	None	None	intensifier	I-positiveExpression

We	Q	we	None	None	None	O
hebben	V	hebben	None	None	None	O
4	O	@card@	None	None	None	O
dagen	N	dag	None	None	None	O
gelogeerd	V	logeren	None	None	None	O
in	P	in	None	None	None	O
dit	D	dit	None	None	None	B-opinionTarget
gezellige	G	gezellig	None	None	positive	B-positiveExpression
hotel	N	hotel	None	None	None	B-opinionTarget
.	O	.	None	None	None	O

De	D	de	None	None	None	B-opinionTarget
locatie	N	locatie	None	location	None	I-opinionTarget
is	V	zijn	None	None	None	O
werkelijk	G	werkelijk	None	None	intensifier	B-positiveExpression
fantastisch	G	fantastisch	None	None	positive	I-positiveExpression
.	O	.	None	None	None	O

Alles	Q	alles	None	None	None	I-opinionTarget
is	V	zijn	None	None	None	O
op	P	op	None	None	None	O
loopafstand	N	loopafstand	None	location	positive	I-positiveExpression
!	O	!	None	None	None	O

Het	D	het	None	None	None	B-opinionTarget
hotel	N	hotel	None	None	None	I-opinionTarget
en	C	en	None	None	None	O
de	D	de	None	None	None	B-opinionTarget
kamers	N	kamer	None	room	None	I-opinionTarget
zijn	V	zijn	None	None	None	O
schoon	G	schoon	None	cleanliness	positive	B-positiveExpression
en	C	en	None	None	None	O
verzorgd	V	verzorgen	None	None	positive	B-positiveExpression
.	O	.	None	None	None	O

Het	D	het	None	None	None	B-opinionTarget
personeel	N	personeel	None	staff	None	I-opinionTarget
is	V	zijn	None	None	None	O
uitermate	A	uitermate	None	None	intensifier	B-positiveExpression
vriendelijk	G	vriendelijk	None	staff	positive	I-positiveExpression
en	C	en	None	None	None	O
hebben	V	hebben	None	None	None	B-positiveExpression
hun	D	hun	None	None	positive	I-positiveExpression
uiterste	G	uiterst	None	None	intensifier	I-positiveExpression
best	N	best	None	None	positive	I-positiveExpression
gedaan	V	doen	None	None	positive	I-positiveExpression
om	C	om	None	None	None	I-positiveExpression
het	Q	het	None	None	None	I-positiveExpression
ons	Q	ons	None	None	None	I-positiveExpression
zo	A	zo	None	None	None	I-positiveExpression
goed	N	goed	None	None	None	I-positiveExpression
mogelijk	G	mogelijk	None	None	None	I-positiveExpression
naar	P	naar	None	None	positive	I-positiveExpression
de	D	de	None	None	positive	I-positiveExpression
zin	N	zin	None	None	positive	I-positiveExpression
te	O	te	None	None	positive	I-positiveExpression
maken	V	maken	None	None	positive	I-positiveExpression
.	O	.	None	None	None	O

En	C	en	None	None	None	B-positiveExpression
dat	Q	dat	None	None	None	I-positiveExpression
is	V	zijn	None	None	None	I-positiveExpression
gelukt	V	gelukken|lukken	None	None	None	I-positiveExpression
!	O	!	None	None	intensifier	I-positiveExpression

Wanneer	C	wanneer	None	None	None	B-positiveExpression
wij	Q	wij	None	None	None	I-positiveExpression
nog	A	nog	None	None	None	I-positiveExpression
een	D	een	None	None	None	I-positiveExpression
keer	N	keer	None	None	None	I-positiveExpression
Amsterdam	R	Amsterdam	misc	None	None	I-positiveExpression
bezoeken	N	bezoek	None	None	None	I-positiveExpression
komen	V	komen	None	None	None	I-positiveExpression
wij	Q	wij	None	None	None	I-positiveExpression
hier	A	hier	None	None	None	I-positiveExpression
zeker	G	zeker	None	None	None	I-positiveExpression
terug	A	terug	None	None	None	I-positiveExpression
!	O	!	None	None	intensifier	I-positiveExpression

Wij	Q	wij	None	None	None	O
zijn	V	zijn	None	None	None	O
naar	P	naar	None	None	None	O
de	D	de	None	None	None	O
voorstelling	N	voorstelling	None	None	None	O
van	P	van	None	None	None	O
jab	O	jab	None	None	None	O
jum	O	jum	None	None	None	O
geweest	V	wezen|zijn	None	None	None	O
.	O	.	None	None	None	O

Dit	D	dit	None	None	None	B-opinionTarget
hotel	N	hotel	None	None	None	I-opinionTarget
was	V	wezen|zijn	None	None	None	O
uitermate	A	uitermate	None	None	intensifier	B-positiveExpression
geschikt	V	schikken	None	None	positive	I-positiveExpression
voor	P	voor	None	None	None	I-positiveExpression
theater	N	theater	None	location	None	I-positiveExpression
carre	O	carre	None	None	None	I-positiveExpression
.	O	.	None	None	None	O

5	O	@card@	None	None	None	B-positiveExpression
minuten	N	minuut	None	location	None	I-positiveExpression
lopen	V	lopen	None	None	None	I-positiveExpression
,	O	,	None	None	None	O
mooie	G	mooi	None	None	positive	B-positiveExpression
schone	G	schoon	None	cleanliness	positive	B-positiveExpression
kamer	N	kamer	None	room	None	B-opinionTarget
en	C	en	None	None	None	O
perfect	G	perfect	None	None	positive	B-positiveExpression
ontbijt	N	ontbijt	None	restaurant	None	B-opinionTarget
.	O	.	None	None	None	O

wij	Q	wij	None	None	None	B-opinionHolder
adviseren	V	adviseren	None	None	opinionMarker	B-positiveExpression
een	D	een	None	None	None	I-positiveExpression
ieder	D	ieder	None	None	None	I-positiveExpression
om	C	om	None	None	None	I-positiveExpression
voor	P	voor	None	None	None	I-positiveExpression
dit	D	dit	None	None	None	I-opinionTarget
hotel	N	hotel	None	None	None	I-opinionTarget
te	O	te	None	None	None	I-positiveExpression
boeken	V	boeken	None	None	None	I-positiveExpression
voor	P	voor	None	None	None	I-positiveExpression
een	D	een	None	None	None	I-positiveExpression
theaterbezoek	N	theaterbezoek	None	None	None	I-positiveExpression
.	O	.	None	None	None	O

Vooral	A	vooral	None	None	None	O
de	D	de	None	None	None	B-opinionTarget
behulpzaamheid	O	behulpzaamheid	None	staff	positive	I-opinionTarget
van	P	van	None	None	None	I-opinionTarget
het	D	het	None	None	None	I-opinionTarget
personeeel	O	personeeel	None	None	None	I-opinionTarget
is	V	zijn	None	None	None	O
TOP	O	TOP	organization	None	positive	B-positiveExpression

Lekker	G	lek|lekker	None	None	positive	B-positiveExpression
verblijf	N	verblijf	None	None	None	B-opinionTarget
in	P	in	None	None	None	O
een	D	een	None	None	None	O
ongedwongen	G	ongedwongen	None	None	positive	B-positiveExpression
sfeer	N	sfeer	None	None	None	B-opinionTarget
Personeel	G	personeel	person	staff	None	B-opinionTarget
behulpzaam	G	behulpzaam	None	staff	positive	B-positiveExpression

Hotel	N	hotel	None	None	None	B-opinionTarget
was	V	wezen|zijn	None	None	None	O
aangenaam	G	aangenaam	None	None	positive	B-positiveExpression
genoeg	A	genoeg	None	None	weakener	I-positiveExpression
.Was	V	wezen|zijn	None	None	None	O
schoon	G	schoon	None	cleanliness	positive	B-positiveExpression
en	C	en	None	None	None	O
ruim	G	ruim	None	None	positive	B-positiveExpression
en	C	en	None	None	None	O
ontbijt	N	ontbijt	None	restaurant	None	B-opinionTarget
was	V	wezen|zijn	None	None	None	O
goed	G	goed	None	None	positive	O
hoewel	C	hoewel	None	None	contrastMarker	O
het	D	het	None	None	None	B-opinionTarget
verse	G	vers	None	restaurant	positive	I-opinionTarget
brood	N	brood	None	restaurant	None	I-opinionTarget
om	P	om	None	None	None	B-negativeExpression
9	O	@card@	None	None	None	I-negativeExpression
uur	N	uur	None	None	None	I-negativeExpression
's	D	's	None	None	None	I-negativeExpression
ochtends	N	ochtend	None	None	None	I-negativeExpression
wordt	V	worden	None	None	None	I-negativeExpression
geleverd	V	leveren	None	None	None	I-negativeExpression
,	O	,	None	None	None	O
dus	A	dus	None	None	None	O
als	C	als	None	None	None	O
u	Q	u	None	None	None	O
's	D	's	None	None	None	O
ochtends	N	ochtend	None	None	None	O
vroeg	G	vroeg	None	None	None	O
vertrekt	V	vertrekken	None	None	None	O
,	O	,	None	None	None	O
zult	N	zult	None	None	None	O
u	Q	u	None	None	None	O
het	Q	het	None	None	None	O
mislopen	V	mislopen	None	None	None	O
.	O	.	None	None	None	O

(Er	Q	er	None	None	None	O
is	V	zijn	None	None	None	O
nog	A	nog	None	None	None	O
steeds	A	steeds	None	None	None	O
graan	N	graan	None	None	None	O
en	C	en	None	None	None	O
yoghurt	N	yoghurt	None	breakfast	None	O
)	O	)	None	None	None	O
.Mijn	D	mijn	None	None	None	B-opinionHolder
problemen	N	probleem	None	None	negative	I-negativeExpression
met	P	met	None	None	None	O
dit	D	dit	None	None	None	B-opinionTarget
hotel	N	hotel	None	None	None	I-opinionTarget
waren	V	wezen|zijn	None	None	None	O
het	D	het	None	None	None	B-negativeExpression
geluid	N	geluid	None	noise	negative	I-negativeExpression
en	C	en	None	None	None	O
het	D	het	None	None	None	B-negativeExpression
ontbreken	N	ontbreken	None	None	polarityShifter	I-negativeExpression
van	P	van	None	None	None	I-negativeExpression
airconditioning	N	airconditioning	None	room	positive	I-negativeExpression
.We	Q	we	None	None	None	O
zaten	V	zitten	None	None	None	O
op	P	op	None	None	None	O
de	D	de	None	None	None	O
bovenste	O	bovenste	None	None	None	O
verdieping	N	verdieping	None	None	None	O
,	O	,	None	None	None	O
dus	A	dus	None	None	None	O
het	D	het	None	None	None	B-negativeExpression
was	N	was	None	None	None	I-negativeExpression
erg	G	erg	None	None	intensifier	I-negativeExpression
heet	V	heten	None	None	negative	I-negativeExpression
.Ze	Q	ze	None	None	None	O
gaven	V	geven	None	None	None	O
een	D	een	None	None	None	O
ventilator	N	ventilator	None	facilities	positive	O
maar	C	maar	None	None	polarityShifter	O
we	Q	we	None	None	None	I-opinionHolder
moesten	V	moeten	None	None	negative	B-negativeExpression
het	D	het	None	None	None	I-negativeExpression
venster	N	venster	None	None	None	I-negativeExpression
openlaten	V	openlaten	None	None	None	I-negativeExpression
en	C	en	None	None	None	I-negativeExpression
hadden	V	hebben	None	None	None	I-negativeExpression
het	D	het	None	None	None	I-negativeExpression
nog	A	nog	None	None	None	I-negativeExpression
steeds	A	steeds	None	None	None	I-negativeExpression
warm	G	warm	None	None	None	I-negativeExpression
.En	C	en	None	None	None	O
omdat	C	omdat	None	None	None	O
wij	Q	wij	None	None	None	O
het	D	het	None	None	None	O
venster	N	venster	None	None	None	O
open	G	open	None	None	None	O
hadden	V	hebben	None	None	None	O
,	O	,	None	None	None	O
waren	V	wezen|zijn	None	None	None	B-negativeExpression
we	Q	we	None	None	None	B-opinionHolder
blootgesteld	V	blootstellen	None	None	None	B-negativeExpression
aan	P	aan	None	None	None	I-negativeExpression
al	D	al	None	None	None	I-negativeExpression
het	D	het	None	None	None	I-negativeExpression
lawaai	N	lawaai	None	noise	negative	I-negativeExpression
van	P	van	None	None	None	I-negativeExpression
buiten	A	buiten	None	None	None	I-negativeExpression
.Je	Q	je	None	None	None	O
kunt	V	kunnen	None	None	None	B-negativeExpression
hier	A	hier	None	None	None	B-opinionTarget
niet	A	niet	None	None	None	B-negativeExpression
slapen	V	slapen	None	sleeping_comfort	None	I-negativeExpression
zonder	P	zonder	None	None	None	I-negativeExpression
oordoppen	N	oordop	None	noise	None	I-negativeExpression
,	O	,	None	None	None	O
waar	Q	waar	None	None	None	O
het	D	het	None	None	None	O
hotel	N	hotel	None	None	None	O
zich	Q	zich	None	None	None	O
van	P	van	None	None	None	O
bewust	G	bewust	None	None	None	O
is	V	zijn	None	None	None	O
want	C	want	None	None	None	O
daarin	Q	daarin	None	None	None	O
voorzien	V	voorzien	None	None	None	O
ze	Q	ze	None	None	None	O
.Dit	D	dit	None	None	None	B-opinionTarget
hotel	N	hotel	None	None	None	I-opinionTarget
is	V	zijn	None	None	None	O
perfect	G	perfect	None	None	positive	B-negativeExpression
zolang	C	zolang	None	None	contrastMarker	I-negativeExpression
het	Q	het	None	None	None	I-negativeExpression
niet	A	niet	None	None	polarityShifter	I-negativeExpression
heet	G	heet	None	None	negative	I-negativeExpression
is	V	zijn	None	None	None	I-negativeExpression
.Dus	A	dus	None	None	None	O
als	C	als	None	None	None	O
je	Q	je	None	None	None	O
in	P	in	None	None	None	O
de	D	de	None	None	None	O
zomer	N	zomer	None	None	None	O
komt	V	komen	None	None	None	O
,	O	,	None	None	None	O
verblijf	N	verblijf	None	None	None	B-negativeExpression
dan	C	dan	None	None	None	I-negativeExpression
ergens	A	ergens	None	None	None	I-negativeExpression
anders	G	anders	None	None	None	I-negativeExpression
.	O	.	None	None	None	O

onze	D	ons	None	None	None	B-opinionTarget
kamer	N	kamer	None	room	None	I-opinionTarget
was	V	wezen|zijn	None	None	None	O
de	D	de	None	None	None	B-negativeExpression
minst	G	min|minst	None	None	polarityShifter	I-negativeExpression
goede	N	goede	None	None	positive	I-negativeExpression
door	P	door	None	None	None	I-negativeExpression
het	D	het	None	None	None	I-negativeExpression
nachtlawaai	O	nachtlawaai	None	None	negative	I-negativeExpression
maar	C	maar	None	None	contrastMarker	O
we	Q	we	None	None	None	B-opinionHolder
hebben	V	hebben	None	None	None	O
geen	D	geen	None	None	polarityShifter	B-positiveExpression
klachten	N	klacht	None	None	negative	I-positiveExpression
over	P	over	None	None	None	I-positiveExpression
de	D	de	None	None	None	I-opinionTarget
rest	N	rest	None	None	None	I-opinionTarget
,	O	,	None	None	None	O
vriendelijk	G	vriendelijk	None	staff	positive	B-positiveExpression
personeel	N	personeel	None	staff	None	B-opinionTarget
(engelstalig	G	Engelstalig	None	None	None	O
)	O	)	None	None	None	O
dat	C	dat	None	None	None	I-positiveExpression
mij	Q	mij	None	None	None	I-positiveExpression
direct	G	direct	None	None	None	I-positiveExpression
heeft	V	hebben	None	None	None	I-positiveExpression
bijgestaan	V	bijstaan	None	None	positive	I-positiveExpression
omdat	C	omdat	None	None	None	I-positiveExpression
ik	Q	ik	None	None	None	I-positiveExpression
ziek	G	ziek	None	None	None	I-positiveExpression
was	V	wezen|zijn	None	None	None	I-positiveExpression
.	O	.	None	None	None	O

ontbijt	V	ontbijten	None	restaurant	None	B-opinionTarget
een	D	een	None	None	None	B-negativeExpression
beetje	N	beetje	None	None	weakener	I-negativeExpression
vreemd	G	vreemd	None	None	negative	I-negativeExpression
,	O	,	None	None	None	O
voor	P	voor	None	None	None	O
de	D	de	None	None	None	B-opinionTarget
rest	N	rest	None	None	None	I-opinionTarget
alles	Q	alles	None	None	None	B-opinionTarget
ok	O	ok	None	None	positive	B-positiveExpression
,	O	,	None	None	None	O
amsterdam	O	amsterdam	None	None	None	B-opinionTarget
daarentegen	Q	daarentegen	None	None	contrastMarker	O
slechte	G	slecht	None	None	negative	B-negativeExpression
uitleg	N	uitleg	None	None	None	B-opinionTarget
over	P	over	None	None	None	I-opinionTarget
p	N	p	None	None	None	I-opinionTarget
+r	O	+r	None	None	None	I-opinionTarget
,	O	,	None	None	None	O
nederlands	G	Nederlands	None	None	None	B-negativeExpression
kon	V	kunnen	None	None	None	I-negativeExpression
die	D	die	None	None	None	I-opinionTarget
vent	N	vent	None	None	negative	I-opinionTarget
niet	A	niet	None	None	None	I-negativeExpression
en	C	en	None	None	None	O
een	D	een	None	None	None	B-negativeExpression
correcte	G	correct	None	staff	positive	I-negativeExpression
uitleg	N	uitleg	None	None	None	I-negativeExpression
is	V	zijn	None	None	None	I-negativeExpression
ons	Q	ons	None	None	None	I-opinionHolder
niet	A	niet	None	None	polarityShifter	I-negativeExpression
gegeven	V	geven	None	None	None	I-negativeExpression
.heeft	V	hebben	None	None	None	O
ons	Q	ons	None	None	None	I-opinionHolder
veel	A	veel	None	None	intensifier	I-negativeExpression
geld	N	geld	None	value_for_money	None	I-negativeExpression
gekost	V	kosten	None	value_for_money	None	I-negativeExpression
omdat	C	omdat	None	None	None	O
we	Q	we	None	None	None	O
